CRName  Row  Col  Date  Type  
CS 170   192   0   1.54   H   
CS 229   192   0   1.54   H   
CS 250   192   0   1.54   H   
CS 252   192   0   1.54   H   
CS 270   192   0   1.54   H   
CS 300T   192   0   1.54   H   
CS 312   192   0   1.54   H   
CS 330   192   0   1.54   H   
CS 334   192   0   1.54   H   
CS 350   192   0   1.54   H   
CS 355   192   0   1.54   H   
CS 361   192   0   1.54   H   
CS 367   192   0   1.54   H   
CS 368   192   0   1.54   H   
CS 381   192   0   1.54   H   
CS 382   192   0   1.54   H   
CS 390   192   0   1.54   H   
CS 410   192   0   1.54   H   
CS 411W   192   0   1.54   H   
CS 417   192   0   1.54   H   
CS 418   192   0   1.54   H   
CS 432   192   0   1.54   H   
CS 450   192   0   1.54   H   
CS 455   192   0   1.54   H   
CS 460   192   0   1.54   H   
CS 462   192   0   1.54   H   
CS 463   192   0   1.54   H   
CS 464   192   0   1.54   H   
CS 467   192   0   1.54   H   
CS 471   192   0   1.54   H   
CS 480   192   0   1.54   H   
CS 497   192   0   1.54   H   
CS 500   192   0   1.54   H   
CS 517   192   0   1.54   H   
CS 518   192   0   1.54   H   
CS 532   192   0   1.54   H   
CS 550   192   0   1.54   H   
CS 555   192   0   1.54   H   
CS 562   192   0   1.54   H   
CS 563   192   0   1.54   H   
CS 564   192   0   1.54   H   
CS 567   192   0   1.54   H   
CS 580   192   0   1.54   H   
CS 597   192   0   1.54   H   
CS 610   192   0   1.54   H   
CS 620   192   0   1.54   H   
CS 625   192   0   1.54   H   
CS 665   192   0   1.54   H   
CS 667   192   0   1.54   H   
CS 690   192   0   1.54   H   
CS 697   192   0   1.54   H   
CS 698   192   0   1.54   H   
CS 699   192   0   1.54   H   
CS 722   192   0   1.54   H   
CS 723   192   0   1.54   H   
CS 776   192   0   1.54   H   
CS 791   192   0   1.54   H   
CS 795   192   0   1.54   H   
CS 796   192   0   1.54   H   
CS 822   192   0   1.54   H   
CS 823   192   0   1.54   H   
CS 876   192   0   1.54   H   
CS 891   192   0   1.54   H   
CS 895   192   0   1.54   H   
CS 896   192   0   1.54   H   
CS 899   192   0   1.54   H   
CS 998   192   0   1.54   H   
CS 999   192   0   1.54   H   
CS 120G   193   0   1.55   H   
CS 121G   193   0   1.55   H   
CS 129   193   0   1.55   H   
CS 150   193   0   1.55   H   
CS 170   193   0   1.55   H   
CS 229   193   0   1.55   H   
CS 250   193   0   1.55   H   
CS 252   193   0   1.55   H   
CS 270   193   0   1.55   H   
CS 300T   193   0   1.55   H   
CS 312   193   0   1.55   H   
CS 330   193   0   1.55   H   
CS 334   193   0   1.55   H   
CS 350   193   0   1.55   H   
CS 355   193   0   1.55   H   
CS 361   193   0   1.55   H   
CS 367   193   0   1.55   H   
CS 368   193   0   1.55   H   
CS 381   193   0   1.55   H   
CS 382   193   0   1.55   H   
CS 390   193   0   1.55   H   
CS 410   193   0   1.55   H   
CS 411W   193   0   1.55   H   
CS 417   193   0   1.55   H   
CS 418   193   0   1.55   H   
CS 432   193   0   1.55   H   
CS 450   193   0   1.55   H   
CS 455   193   0   1.55   H   
CS 460   193   0   1.55   H   
CS 462   193   0   1.55   H   
CS 463   193   0   1.55   H   
CS 464   193   0   1.55   H   
CS 467   193   0   1.55   H   
CS 471   193   0   1.55   H   
CS 480   193   0   1.55   H   
CS 497   193   0   1.55   H   
CS 500   193   0   1.55   H   
CS 517   193   0   1.55   H   
CS 518   193   0   1.55   H   
CS 532   193   0   1.55   H   
CS 550   193   0   1.55   H   
CS 555   193   0   1.55   H   
CS 562   193   0   1.55   H   
CS 563   193   0   1.55   H   
CS 564   193   0   1.55   H   
CS 567   193   0   1.55   H   
CS 580   193   0   1.55   H   
CS 597   193   0   1.55   H   
CS 610   193   0   1.55   H   
CS 620   193   0   1.55   H   
CS 625   193   0   1.55   H   
CS 665   193   0   1.55   H   
CS 667   193   0   1.55   H   
CS 690   193   0   1.55   H   
CS 697   193   0   1.55   H   
CS 698   193   0   1.55   H   
CS 699   193   0   1.55   H   
CS 722   193   0   1.55   H   
CS 723   193   0   1.55   H   
CS 776   193   0   1.55   H   
CS 791   193   0   1.55   H   
CS 795   193   0   1.55   H   
CS 796   193   0   1.55   H   
CS 822   193   0   1.55   H   
CS 823   193   0   1.55   H   
CS 876   193   0   1.55   H   
CS 891   193   0   1.55   H   
CS 895   193   0   1.55   H   
CS 896   193   0   1.55   H   
CS 899   193   0   1.55   H   
CS 998   193   0   1.55   H   
CS 999   193   0   1.55   H   
CS 120G   194   0   1.56   H   
CS 121G   194   0   1.56   H   
CS 129   194   0   1.56   H   
CS 150   194   0   1.56   H   
CS 170   194   0   1.56   H   
CS 229   194   0   1.56   H   
CS 250   194   0   1.56   H   
CS 252   194   0   1.56   H   
CS 270   194   0   1.56   H   
CS 300T   194   0   1.56   H   
CS 312   194   0   1.56   H   
CS 330   194   0   1.56   H   
CS 334   194   0   1.56   H   
CS 350   194   0   1.56   H   
CS 355   194   0   1.56   H   
CS 361   194   0   1.56   H   
CS 367   194   0   1.56   H   
CS 368   194   0   1.56   H   
CS 381   194   0   1.56   H   
CS 382   194   0   1.56   H   
CS 390   194   0   1.56   H   
CS 410   194   0   1.56   H   
CS 411W   194   0   1.56   H   
CS 417   194   0   1.56   H   
CS 418   194   0   1.56   H   
CS 432   194   0   1.56   H   
CS 450   194   0   1.56   H   
CS 455   194   0   1.56   H   
CS 460   194   0   1.56   H   
CS 462   194   0   1.56   H   
CS 463   194   0   1.56   H   
CS 464   194   0   1.56   H   
CS 467   194   0   1.56   H   
CS 471   194   0   1.56   H   
CS 480   194   0   1.56   H   
CS 497   194   0   1.56   H   
CS 500   194   0   1.56   H   
CS 517   194   0   1.56   H   
CS 518   194   0   1.56   H   
CS 532   194   0   1.56   H   
CS 550   194   0   1.56   H   
CS 555   194   0   1.56   H   
CS 562   194   0   1.56   H   
CS 563   194   0   1.56   H   
CS 564   194   0   1.56   H   
CS 567   194   0   1.56   H   
CS 580   194   0   1.56   H   
CS 597   194   0   1.56   H   
CS 610   194   0   1.56   H   
CS 620   194   0   1.56   H   
CS 625   194   0   1.56   H   
CS 665   194   0   1.56   H   
CS 667   194   0   1.56   H   
CS 690   194   0   1.56   H   
CS 697   194   0   1.56   H   
CS 698   194   0   1.56   H   
CS 699   194   0   1.56   H   
CS 722   194   0   1.56   H   
CS 723   194   0   1.56   H   
CS 776   194   0   1.56   H   
CS 791   194   0   1.56   H   
CS 795   194   0   1.56   H   
CS 796   194   0   1.56   H   
CS 822   194   0   1.56   H   
CS 823   194   0   1.56   H   
CS 876   194   0   1.56   H   
CS 891   194   0   1.56   H   
CS 895   194   0   1.56   H   
CS 896   194   0   1.56   H   
CS 899   194   0   1.56   H   
CS 998   194   0   1.56   H   
CS 999   194   0   1.56   H   
CS 120G   195   0   1.56   H   
CS 121G   195   0   1.56   H   
CS 129   195   0   1.56   H   
CS 150   195   0   1.56   H   
CS 170   195   0   1.56   H   
CS 229   195   0   1.56   H   
CS 250   195   0   1.56   H   
CS 252   195   0   1.56   H   
CS 270   195   0   1.56   H   
CS 300T   195   0   1.56   H   
CS 312   195   0   1.56   H   
CS 330   195   0   1.56   H   
CS 334   195   0   1.56   H   
CS 350   195   0   1.56   H   
CS 355   195   0   1.56   H   
CS 361   195   0   1.56   H   
CS 367   195   0   1.56   H   
CS 368   195   0   1.56   H   
CS 381   195   0   1.56   H   
CS 382   195   0   1.56   H   
CS 390   195   0   1.56   H   
CS 410   195   0   1.56   H   
CS 411W   195   0   1.56   H   
CS 417   195   0   1.56   H   
CS 418   195   0   1.56   H   
CS 432   195   0   1.56   H   
CS 450   195   0   1.56   H   
CS 455   195   0   1.56   H   
CS 460   195   0   1.56   H   
CS 462   195   0   1.56   H   
CS 463   195   0   1.56   H   
CS 464   195   0   1.56   H   
CS 467   195   0   1.56   H   
CS 471   195   0   1.56   H   
CS 480   195   0   1.56   H   
CS 497   195   0   1.56   H   
CS 500   195   0   1.56   H   
CS 517   195   0   1.56   H   
CS 518   195   0   1.56   H   
CS 532   195   0   1.56   H   
CS 550   195   0   1.56   H   
CS 555   195   0   1.56   H   
CS 562   195   0   1.56   H   
CS 563   195   0   1.56   H   
CS 564   195   0   1.56   H   
CS 567   195   0   1.56   H   
CS 580   195   0   1.56   H   
CS 597   195   0   1.56   H   
CS 610   195   0   1.56   H   
CS 620   195   0   1.56   H   
CS 625   195   0   1.56   H   
CS 665   195   0   1.56   H   
CS 667   195   0   1.56   H   
CS 690   195   0   1.56   H   
CS 697   195   0   1.56   H   
CS 698   195   0   1.56   H   
CS 699   195   0   1.56   H   
CS 722   195   0   1.56   H   
CS 723   195   0   1.56   H   
CS 776   195   0   1.56   H   
CS 791   195   0   1.56   H   
CS 795   195   0   1.56   H   
CS 796   195   0   1.56   H   
CS 822   195   0   1.56   H   
CS 823   195   0   1.56   H   
CS 876   195   0   1.56   H   
CS 891   195   0   1.56   H   
CS 895   195   0   1.56   H   
CS 896   195   0   1.56   H   
CS 899   195   0   1.56   H   
CS 998   195   0   1.56   H   
CS 999   195   0   1.56   H   
CS 120G   196   0   1.57   H   
CS 121G   196   0   1.57   H   
CS 129   196   0   1.57   H   
CS 150   196   0   1.57   H   
CS 170   196   0   1.57   H   
CS 229   196   0   1.57   H   
CS 250   196   0   1.57   H   
CS 252   196   0   1.57   H   
CS 270   196   0   1.57   H   
CS 300T   196   0   1.57   H   
CS 312   196   0   1.57   H   
CS 330   196   0   1.57   H   
CS 334   196   0   1.57   H   
CS 350   196   0   1.57   H   
CS 355   196   0   1.57   H   
CS 361   196   0   1.57   H   
CS 367   196   0   1.57   H   
CS 368   196   0   1.57   H   
CS 381   196   0   1.57   H   
CS 382   196   0   1.57   H   
CS 390   196   0   1.57   H   
CS 410   196   0   1.57   H   
CS 411W   196   0   1.57   H   
CS 417   196   0   1.57   H   
CS 418   196   0   1.57   H   
CS 432   196   0   1.57   H   
CS 450   196   0   1.57   H   
CS 455   196   0   1.57   H   
CS 460   196   0   1.57   H   
CS 462   196   0   1.57   H   
CS 463   196   0   1.57   H   
CS 464   196   0   1.57   H   
CS 467   196   0   1.57   H   
CS 471   196   0   1.57   H   
CS 480   196   0   1.57   H   
CS 497   196   0   1.57   H   
CS 500   196   0   1.57   H   
CS 517   196   0   1.57   H   
CS 518   196   0   1.57   H   
CS 532   196   0   1.57   H   
CS 550   196   0   1.57   H   
CS 555   196   0   1.57   H   
CS 562   196   0   1.57   H   
CS 563   196   0   1.57   H   
CS 564   196   0   1.57   H   
CS 567   196   0   1.57   H   
CS 580   196   0   1.57   H   
CS 597   196   0   1.57   H   
CS 610   196   0   1.57   H   
CS 620   196   0   1.57   H   
CS 625   196   0   1.57   H   
CS 665   196   0   1.57   H   
CS 667   196   0   1.57   H   
CS 690   196   0   1.57   H   
CS 697   196   0   1.57   H   
CS 698   196   0   1.57   H   
CS 699   196   0   1.57   H   
CS 722   196   0   1.57   H   
CS 723   196   0   1.57   H   
CS 776   196   0   1.57   H   
CS 791   196   0   1.57   H   
CS 795   196   0   1.57   H   
CS 796   196   0   1.57   H   
CS 822   196   0   1.57   H   
CS 823   196   0   1.57   H   
CS 876   196   0   1.57   H   
CS 891   196   0   1.57   H   
CS 895   196   0   1.57   H   
CS 896   196   0   1.57   H   
CS 899   196   0   1.57   H   
CS 998   196   0   1.57   H   
CS 999   196   0   1.57   H   
CS 120G   197   0   1.58   H   
CS 121G   197   0   1.58   H   
CS 129   197   0   1.58   H   
CS 150   197   0   1.58   H   
CS 170   197   0   1.58   H   
CS 229   197   0   1.58   H   
CS 250   197   0   1.58   H   
CS 252   197   0   1.58   H   
CS 270   197   0   1.58   H   
CS 300T   197   0   1.58   H   
CS 312   197   0   1.58   H   
CS 330   197   0   1.58   H   
CS 334   197   0   1.58   H   
CS 350   197   0   1.58   H   
CS 355   197   0   1.58   H   
CS 361   197   0   1.58   H   
CS 367   197   0   1.58   H   
CS 368   197   0   1.58   H   
CS 381   197   0   1.58   H   
CS 382   197   0   1.58   H   
CS 390   197   0   1.58   H   
CS 410   197   0   1.58   H   
CS 411W   197   0   1.58   H   
CS 417   197   0   1.58   H   
CS 418   197   0   1.58   H   
CS 432   197   0   1.58   H   
CS 450   197   0   1.58   H   
CS 455   197   0   1.58   H   
CS 460   197   0   1.58   H   
CS 462   197   0   1.58   H   
CS 463   197   0   1.58   H   
CS 464   197   0   1.58   H   
CS 467   197   0   1.58   H   
CS 471   197   0   1.58   H   
CS 480   197   0   1.58   H   
CS 497   197   0   1.58   H   
CS 500   197   0   1.58   H   
CS 517   197   0   1.58   H   
CS 518   197   0   1.58   H   
CS 532   197   0   1.58   H   
CS 550   197   0   1.58   H   
CS 555   197   0   1.58   H   
CS 562   197   0   1.58   H   
CS 563   197   0   1.58   H   
CS 564   197   0   1.58   H   
CS 567   197   0   1.58   H   
CS 580   197   0   1.58   H   
CS 597   197   0   1.58   H   
CS 610   197   0   1.58   H   
CS 620   197   0   1.58   H   
CS 625   197   0   1.58   H   
CS 665   197   0   1.58   H   
CS 667   197   0   1.58   H   
CS 690   197   0   1.58   H   
CS 697   197   0   1.58   H   
CS 698   197   0   1.58   H   
CS 699   197   0   1.58   H   
CS 722   197   0   1.58   H   
CS 723   197   0   1.58   H   
CS 776   197   0   1.58   H   
CS 791   197   0   1.58   H   
CS 795   197   0   1.58   H   
CS 796   197   0   1.58   H   
CS 822   197   0   1.58   H   
CS 823   197   0   1.58   H   
CS 876   197   0   1.58   H   
CS 891   197   0   1.58   H   
CS 895   197   0   1.58   H   
CS 896   197   0   1.58   H   
CS 899   197   0   1.58   H   
CS 998   197   0   1.58   H   
CS 999   197   0   1.58   H   
CS 120G   198   0   1.58   H   
CS 121G   198   0   1.58   H   
CS 129   198   0   1.58   H   
CS 150   198   0   1.58   H   
CS 170   198   0   1.58   H   
CS 229   198   0   1.58   H   
CS 250   198   0   1.58   H   
CS 252   198   0   1.58   H   
CS 270   198   0   1.58   H   
CS 300T   198   0   1.58   H   
CS 312   198   0   1.58   H   
CS 330   198   0   1.58   H   
CS 334   198   0   1.58   H   
CS 350   198   0   1.58   H   
CS 355   198   0   1.58   H   
CS 361   198   0   1.58   H   
CS 367   198   0   1.58   H   
CS 368   198   0   1.58   H   
CS 381   198   0   1.58   H   
CS 382   198   0   1.58   H   
CS 390   198   0   1.58   H   
CS 410   198   0   1.58   H   
CS 411W   198   0   1.58   H   
CS 417   198   0   1.58   H   
CS 418   198   0   1.58   H   
CS 432   198   0   1.58   H   
CS 450   198   0   1.58   H   
CS 455   198   0   1.58   H   
CS 460   198   0   1.58   H   
CS 462   198   0   1.58   H   
CS 463   198   0   1.58   H   
CS 464   198   0   1.58   H   
CS 467   198   0   1.58   H   
CS 471   198   0   1.58   H   
CS 480   198   0   1.58   H   
CS 497   198   0   1.58   H   
CS 500   198   0   1.58   H   
CS 517   198   0   1.58   H   
CS 518   198   0   1.58   H   
CS 532   198   0   1.58   H   
CS 550   198   0   1.58   H   
CS 555   198   0   1.58   H   
CS 562   198   0   1.58   H   
CS 563   198   0   1.58   H   
CS 564   198   0   1.58   H   
CS 567   198   0   1.58   H   
CS 580   198   0   1.58   H   
CS 597   198   0   1.58   H   
CS 610   198   0   1.58   H   
CS 620   198   0   1.58   H   
CS 625   198   0   1.58   H   
CS 665   198   0   1.58   H   
CS 667   198   0   1.58   H   
CS 690   198   0   1.58   H   
CS 697   198   0   1.58   H   
CS 698   198   0   1.58   H   
CS 699   198   0   1.58   H   
CS 722   198   0   1.58   H   
CS 723   198   0   1.58   H   
CS 776   198   0   1.58   H   
CS 791   198   0   1.58   H   
CS 795   198   0   1.58   H   
CS 796   198   0   1.58   H   
CS 822   198   0   1.58   H   
CS 823   198   0   1.58   H   
CS 876   198   0   1.58   H   
CS 891   198   0   1.58   H   
CS 895   198   0   1.58   H   
CS 896   198   0   1.58   H   
CS 899   198   0   1.58   H   
CS 998   198   0   1.58   H   
CS 999   198   0   1.58   H   
CS 120G   199   0   1.59   H   
CS 121G   199   0   1.59   H   
CS 129   199   0   1.59   H   
CS 150   199   0   1.59   H   
CS 170   199   0   1.59   H   
CS 229   199   0   1.59   H   
CS 250   199   0   1.59   H   
CS 252   199   0   1.59   H   
CS 270   199   0   1.59   H   
CS 300T   199   0   1.59   H   
CS 312   199   0   1.59   H   
CS 330   199   0   1.59   H   
CS 334   199   0   1.59   H   
CS 350   199   0   1.59   H   
CS 355   199   0   1.59   H   
CS 361   199   0   1.59   H   
CS 367   199   0   1.59   H   
CS 368   199   0   1.59   H   
CS 381   199   0   1.59   H   
CS 382   199   0   1.59   H   
CS 390   199   0   1.59   H   
CS 410   199   0   1.59   H   
CS 411W   199   0   1.59   H   
CS 417   199   0   1.59   H   
CS 418   199   0   1.59   H   
CS 432   199   0   1.59   H   
CS 450   199   0   1.59   H   
CS 455   199   0   1.59   H   
CS 460   199   0   1.59   H   
CS 462   199   0   1.59   H   
CS 463   199   0   1.59   H   
CS 464   199   0   1.59   H   
CS 467   199   0   1.59   H   
CS 471   199   0   1.59   H   
CS 480   199   0   1.59   H   
CS 497   199   0   1.59   H   
CS 500   199   0   1.59   H   
CS 517   199   0   1.59   H   
CS 518   199   0   1.59   H   
CS 532   199   0   1.59   H   
CS 550   199   0   1.59   H   
CS 555   199   0   1.59   H   
CS 562   199   0   1.59   H   
CS 563   199   0   1.59   H   
CS 564   199   0   1.59   H   
CS 567   199   0   1.59   H   
CS 580   199   0   1.59   H   
CS 597   199   0   1.59   H   
CS 610   199   0   1.59   H   
CS 620   199   0   1.59   H   
CS 625   199   0   1.59   H   
CS 665   199   0   1.59   H   
CS 667   199   0   1.59   H   
CS 690   199   0   1.59   H   
CS 697   199   0   1.59   H   
CS 698   199   0   1.59   H   
CS 699   199   0   1.59   H   
CS 722   199   0   1.59   H   
CS 723   199   0   1.59   H   
CS 776   199   0   1.59   H   
CS 791   199   0   1.59   H   
CS 795   199   0   1.59   H   
CS 796   199   0   1.59   H   
CS 822   199   0   1.59   H   
CS 823   199   0   1.59   H   
CS 876   199   0   1.59   H   
CS 891   199   0   1.59   H   
CS 895   199   0   1.59   H   
CS 896   199   0   1.59   H   
CS 899   199   0   1.59   H   
CS 998   199   0   1.59   H   
CS 999   199   0   1.59   H   
CS 120G   200   0   1.6   H   
CS 121G   200   0   1.6   H   
CS 129   200   0   1.6   H   
CS 150   200   0   1.6   H   
CS 170   200   0   1.6   H   
CS 229   200   0   1.6   H   
CS 250   200   0   1.6   H   
CS 252   200   0   1.6   H   
CS 270   200   0   1.6   H   
CS 300T   200   0   1.6   H   
CS 312   200   0   1.6   H   
CS 330   200   0   1.6   H   
CS 334   200   0   1.6   H   
CS 350   200   0   1.6   H   
CS 355   200   0   1.6   H   
CS 361   200   0   1.6   H   
CS 367   200   0   1.6   H   
CS 368   200   0   1.6   H   
CS 381   200   0   1.6   H   
CS 382   200   0   1.6   H   
CS 390   200   0   1.6   H   
CS 410   200   0   1.6   H   
CS 411W   200   0   1.6   H   
CS 417   200   0   1.6   H   
CS 418   200   0   1.6   H   
CS 432   200   0   1.6   H   
CS 450   200   0   1.6   H   
CS 455   200   0   1.6   H   
CS 460   200   0   1.6   H   
CS 462   200   0   1.6   H   
CS 463   200   0   1.6   H   
CS 464   200   0   1.6   H   
CS 467   200   0   1.6   H   
CS 471   200   0   1.6   H   
CS 480   200   0   1.6   H   
CS 497   200   0   1.6   H   
CS 500   200   0   1.6   H   
CS 517   200   0   1.6   H   
CS 518   200   0   1.6   H   
CS 532   200   0   1.6   H   
CS 550   200   0   1.6   H   
CS 555   200   0   1.6   H   
CS 562   200   0   1.6   H   
CS 563   200   0   1.6   H   
CS 564   200   0   1.6   H   
CS 567   200   0   1.6   H   
CS 580   200   0   1.6   H   
CS 597   200   0   1.6   H   
CS 610   200   0   1.6   H   
CS 620   200   0   1.6   H   
CS 625   200   0   1.6   H   
CS 665   200   0   1.6   H   
CS 667   200   0   1.6   H   
CS 690   200   0   1.6   H   
CS 697   200   0   1.6   H   
CS 698   200   0   1.6   H   
CS 699   200   0   1.6   H   
CS 722   200   0   1.6   H   
CS 723   200   0   1.6   H   
CS 776   200   0   1.6   H   
CS 791   200   0   1.6   H   
CS 795   200   0   1.6   H   
CS 796   200   0   1.6   H   
CS 822   200   0   1.6   H   
CS 823   200   0   1.6   H   
CS 876   200   0   1.6   H   
CS 891   200   0   1.6   H   
CS 895   200   0   1.6   H   
CS 896   200   0   1.6   H   
CS 899   200   0   1.6   H   
CS 998   200   0   1.6   H   
CS 999   200   0   1.6   H   
CS 120G   201   0   1.6   H   
CS 121G   201   0   1.6   H   
CS 129   201   0   1.6   H   
CS 150   201   0   1.6   H   
CS 170   201   0   1.6   H   
CS 229   201   0   1.6   H   
CS 250   201   0   1.6   H   
CS 252   201   0   1.6   H   
CS 270   201   0   1.6   H   
CS 300T   201   0   1.6   H   
CS 312   201   0   1.6   H   
CS 330   201   0   1.6   H   
CS 334   201   0   1.6   H   
CS 350   201   0   1.6   H   
CS 355   201   0   1.6   H   
CS 361   201   0   1.6   H   
CS 367   201   0   1.6   H   
CS 368   201   0   1.6   H   
CS 381   201   0   1.6   H   
CS 382   201   0   1.6   H   
CS 390   201   0   1.6   H   
CS 410   201   0   1.6   H   
CS 411W   201   0   1.6   H   
CS 417   201   0   1.6   H   
CS 418   201   0   1.6   H   
CS 432   201   0   1.6   H   
CS 450   201   0   1.6   H   
CS 455   201   0   1.6   H   
CS 460   201   0   1.6   H   
CS 462   201   0   1.6   H   
CS 463   201   0   1.6   H   
CS 464   201   0   1.6   H   
CS 467   201   0   1.6   H   
CS 471   201   0   1.6   H   
CS 480   201   0   1.6   H   
CS 497   201   0   1.6   H   
CS 500   201   0   1.6   H   
CS 517   201   0   1.6   H   
CS 518   201   0   1.6   H   
CS 532   201   0   1.6   H   
CS 550   201   0   1.6   H   
CS 555   201   0   1.6   H   
CS 562   201   0   1.6   H   
CS 563   201   0   1.6   H   
CS 564   201   0   1.6   H   
CS 567   201   0   1.6   H   
CS 580   201   0   1.6   H   
CS 597   201   0   1.6   H   
CS 610   201   0   1.6   H   
CS 620   201   0   1.6   H   
CS 625   201   0   1.6   H   
CS 665   201   0   1.6   H   
CS 667   201   0   1.6   H   
CS 690   201   0   1.6   H   
CS 697   201   0   1.6   H   
CS 698   201   0   1.6   H   
CS 699   201   0   1.6   H   
CS 722   201   0   1.6   H   
CS 723   201   0   1.6   H   
CS 776   201   0   1.6   H   
CS 791   201   0   1.6   H   
CS 795   201   0   1.6   H   
CS 796   201   0   1.6   H   
CS 822   201   0   1.6   H   
CS 823   201   0   1.6   H   
CS 876   201   0   1.6   H   
CS 891   201   0   1.6   H   
CS 895   201   0   1.6   H   
CS 896   201   0   1.6   H   
CS 899   201   0   1.6   H   
CS 998   201   0   1.6   H   
CS 999   201   0   1.6   H   
CS 120G   202   0   1.61   H   
CS 121G   202   0   1.61   H   
CS 129   202   0   1.61   H   
CS 150   202   0   1.61   H   
CS 170   202   0   1.61   H   
CS 229   202   0   1.61   H   
CS 250   202   0   1.61   H   
CS 252   202   0   1.61   H   
CS 270   202   0   1.61   H   
CS 300T   202   0   1.61   H   
CS 312   202   0   1.61   H   
CS 330   202   0   1.61   H   
CS 334   202   0   1.61   H   
CS 350   202   0   1.61   H   
CS 355   202   0   1.61   H   
CS 361   202   0   1.61   H   
CS 367   202   0   1.61   H   
CS 368   202   0   1.61   H   
CS 381   202   0   1.61   H   
CS 382   202   0   1.61   H   
CS 390   202   0   1.61   H   
CS 410   202   0   1.61   H   
CS 411W   202   0   1.61   H   
CS 417   202   0   1.61   H   
CS 418   202   0   1.61   H   
CS 432   202   0   1.61   H   
CS 450   202   0   1.61   H   
CS 455   202   0   1.61   H   
CS 460   202   0   1.61   H   
CS 462   202   0   1.61   H   
CS 463   202   0   1.61   H   
CS 464   202   0   1.61   H   
CS 467   202   0   1.61   H   
CS 471   202   0   1.61   H   
CS 480   202   0   1.61   H   
CS 497   202   0   1.61   H   
CS 500   202   0   1.61   H   
CS 517   202   0   1.61   H   
CS 518   202   0   1.61   H   
CS 532   202   0   1.61   H   
CS 550   202   0   1.61   H   
CS 555   202   0   1.61   H   
CS 562   202   0   1.61   H   
CS 563   202   0   1.61   H   
CS 564   202   0   1.61   H   
CS 567   202   0   1.61   H   
CS 580   202   0   1.61   H   
CS 597   202   0   1.61   H   
CS 610   202   0   1.61   H   
CS 620   202   0   1.61   H   
CS 625   202   0   1.61   H   
CS 665   202   0   1.61   H   
CS 667   202   0   1.61   H   
CS 690   202   0   1.61   H   
CS 697   202   0   1.61   H   
CS 698   202   0   1.61   H   
CS 699   202   0   1.61   H   
CS 722   202   0   1.61   H   
CS 723   202   0   1.61   H   
CS 776   202   0   1.61   H   
CS 791   202   0   1.61   H   
CS 795   202   0   1.61   H   
CS 796   202   0   1.61   H   
CS 822   202   0   1.61   H   
CS 823   202   0   1.61   H   
CS 876   202   0   1.61   H   
CS 891   202   0   1.61   H   
CS 895   202   0   1.61   H   
CS 896   202   0   1.61   H   
CS 899   202   0   1.61   H   
CS 998   202   0   1.61   H   
CS 999   202   0   1.61   H   
CS 120G   203   0   1.62   H   
CS 121G   203   0   1.62   H   
CS 129   203   0   1.62   H   
CS 150   203   0   1.62   H   
CS 170   203   0   1.62   H   
CS 229   203   0   1.62   H   
CS 250   203   0   1.62   H   
CS 252   203   0   1.62   H   
CS 270   203   0   1.62   H   
CS 300T   203   0   1.62   H   
CS 312   203   0   1.62   H   
CS 330   203   0   1.62   H   
CS 334   203   0   1.62   H   
CS 350   203   0   1.62   H   
CS 355   203   0   1.62   H   
CS 361   203   0   1.62   H   
CS 367   203   0   1.62   H   
CS 368   203   0   1.62   H   
CS 381   203   0   1.62   H   
CS 382   203   0   1.62   H   
CS 390   203   0   1.62   H   
CS 410   203   0   1.62   H   
CS 411W   203   0   1.62   H   
CS 417   203   0   1.62   H   
CS 418   203   0   1.62   H   
CS 432   203   0   1.62   H   
CS 450   203   0   1.62   H   
CS 455   203   0   1.62   H   
CS 460   203   0   1.62   H   
CS 462   203   0   1.62   H   
CS 463   203   0   1.62   H   
CS 464   203   0   1.62   H   
CS 467   203   0   1.62   H   
CS 471   203   0   1.62   H   
CS 480   203   0   1.62   H   
CS 497   203   0   1.62   H   
CS 500   203   0   1.62   H   
CS 517   203   0   1.62   H   
CS 518   203   0   1.62   H   
CS 532   203   0   1.62   H   
CS 550   203   0   1.62   H   
CS 555   203   0   1.62   H   
CS 562   203   0   1.62   H   
CS 563   203   0   1.62   H   
CS 564   203   0   1.62   H   
CS 567   203   0   1.62   H   
CS 580   203   0   1.62   H   
CS 597   203   0   1.62   H   
CS 610   203   0   1.62   H   
CS 620   203   0   1.62   H   
CS 625   203   0   1.62   H   
CS 665   203   0   1.62   H   
CS 667   203   0   1.62   H   
CS 690   203   0   1.62   H   
CS 697   203   0   1.62   H   
CS 698   203   0   1.62   H   
CS 699   203   0   1.62   H   
CS 722   203   0   1.62   H   
CS 723   203   0   1.62   H   
CS 776   203   0   1.62   H   
CS 791   203   0   1.62   H   
CS 795   203   0   1.62   H   
CS 796   203   0   1.62   H   
CS 822   203   0   1.62   H   
CS 823   203   0   1.62   H   
CS 876   203   0   1.62   H   
CS 891   203   0   1.62   H   
CS 895   203   0   1.62   H   
CS 896   203   0   1.62   H   
CS 899   203   0   1.62   H   
CS 998   203   0   1.62   H   
CS 999   203   0   1.62   H   
CS 120G   204   0   1.62   H   
CS 121G   204   0   1.62   H   
CS 129   204   0   1.62   H   
CS 150   204   0   1.62   H   
CS 170   204   0   1.62   H   
CS 229   204   0   1.62   H   
CS 250   204   0   1.62   H   
CS 252   204   0   1.62   H   
CS 270   204   0   1.62   H   
CS 300T   204   0   1.62   H   
